,text,sentiment
2254, i love that song i was starting to think i was the only one that knew that one    sameperson,2
2255, how did you swing those we didnt get that close,1
2256,sucks that i dont have a drawing tablet,0
2257,only a month left of high school thank god i am ready for summer,2
2258,musicmonday nicest thing from kate nash,2
2259,i just need to sleep,1
2260, lucky e went  jealous,0
2261,lately ive been waking up with the sun in my face but not today,1
2262,x its only on in glasgow,1
2263,ha the first request for sending a paper copy of my thesis,1
2264,not looking forward to driving in this storm,0
2265,omg having so much fun watcing house bunny courto isa a ledge for sending me link  3,2
2266, imma miss dem kobe nd bron commrcials wen cleveland get knocked out doe  they wer funny,1
2267, thanks man  i appreciate it  you rock sir,2
2268,wants new hair now just so frank wont talk to me,1
2269,want to see him so badly,0
2270,  i was just thinking about how excited i am for you guys to move but then i realized how sad i am to see you go,1
2271,really am sorry becausei was looking forward to it thought itd be fun  and u wanted to hear itiowe u a beer,1
2272,i have not been this sick in years omg this sucks so bad sickness ended up including a full restroom cleanup,0
2273,where is the song,1
2274,working and attempting to keep squirrels away squirels 1 jesska 0   i should stick to spiders,0
2275,  shrugs so do i but it was too funny plus you know you enjoyed it tweet     love you,2
2276,ss aus fshionwk zimmermannillionaredhini  gail sorrondaromance was bornlisa hocassette societyloved the tutu balmain ispired,2
2277,my day has been so crappy that i just want to cry,0
2278, i have 2 friends going  so jealous,0
2279,sad that will have to leave my beautiful apartment,1
2280,is still craving for a cheeseburger,1
2281, you dont say,1
2282,having a cup of tea  i have a cold so its tasting really good,2
2283,never realized how good techmeme is until i actually read it duh as an avid tech crunch reader this is much better,2
2284, make it full girl 120,1
2285, heyy  how are you,1
2286,radio royals am transmitter has packed up today not good   anyone got a spare in your shed lol,0
2287, lol wow thats good  haha i still cant believe its mothers day,2
2288,just saw up  it was a cute movie passed by a place called a peasants kitchen wtf that names kinda sad,1
2289, will have to its only across the water and all just damned expensive,0
2290,guess im gonna try the nap thing again 2day but since my kids havent cooperated with it yet this week im sure 2day wont be different,0
2291,and so another week begins this one has got to be better than the last,2
2292, im following you im following you im sorry  ahhahah i missed you,0
2293,bear i like you,2
2294,ugh i need a job but no one is hiring,0
2295,on the way back to dublin omg didnt hit the bed until 530  so i am so sleepy   but once again on the road back to good ole  dublin p ,1
2296,i dont wanna work a 10hour shift today id rather whisper sweetnothings into the earpiece of a lady friends cellphone,0
2297, internet 1 drawing 0  im backing up blackberry files which could take hours  then to the drawing preps done,0
2298, when i have to make a decision like that i always choose black,1
2299,im suffering from restless legs and butt syndrome,0
2300, hey when are you next in the uk,1
2301, hope you have a nice relaxing day hope your well  wishing you all the best,2
2302,has got to go to work with a slight hangover gd nite thou,1
2303, happy mothers day vicky and to all the other mothers who read this,2
2304,im sunburnt on my arms and i have burnt my mouth and some skin is coming off,0
2305,staying home because im badass,2
2306, really bad ones are also classic,1
2307,i want it to be summer now why is it sprinkling still,0
2308,my birthday weekend cant find where my ex hid our dane cook tickets for tomorrow wtf thats all i wanted for my birthday,0
2309,the voter paint just peeled off my skin or maybe my skin just peeled off with the voter paint,0
2310,wakenbake monday,1
2311, i cant say ive tried but then again i havent tried with a sword either   not yet anyway,1
2312,this weekend has been probably the best and there is still another day to go,2
2313, testfest was weer een groot succes,2
2314,no pool today   stupid weather,0
2315,youremyheroine  i really know how you feelin i wish i could hug you,1
2316, he not getting off early,1
2317,im going to estonia  woohoo,1
2318,stjohn thats what we hope for,1
2319,i meant looking like a tiger  stupid predictive text,0
2320,just finished playing mahjong i lost 38 to mag and weisheng,0
2321,my new site is stuck in the google sandpit now  test of my skills until it comes back out,1
2322,thanks to  and im now on twitter,2
2323,im oh so very bored  buut almost 2 days til i leave for france,0
2324,to overcome whatever darts the enemy may try and stop you with weve gotta stay focused tweetz  god bless you,2
2325,kimmeh me too i miss it  i however will humpthestump for the rest of my life,0
2326,cant help but feel today will be a massive michael jackson rumour day  ,0
2327,ive just about made it all the way round the park jogging quite pleased for my 6th outing,1
2328,ipod died today,0
2329, is new van a nice one,2
2330,birthday girl in the house tweet tweet suckas,0
2331,my fingers hurt,0
2332,following new other sanctuary fans see the wonders of sanctuarysunday   good to meet you all,2
2333, the old blue g4 is too slow to code on nowadays i have a laptop ive borrowed from work  lets me lounge while i browse,0
2334,ess since t will be away  come to tucson,1
2335,saw the blink show from the tmobile party im speachless,1
2336,homework ew fml should i pull an all nighter i think im gonna have to again,1
2337, when u go lmk lets go together,2
2338,watching my tiny nephew  perfect baby,2
2339,happy mothers day to all the moms  its a tough job but totally worth it,2
2340,i gave up on tumblr because the api isnt pointing to the private account,0
2341,oh insomnia i hate you im bored of staring at my ceiling cano go sleepnow please,0
2342,two oclock please come faster,1
2343,  nooo  i dont know whyi click on tweetdeck025manualblink182air and it doesnt run so sad,0
2344,arcelay httptwitpiccom4xvw2  i got chased by a male chihuahua that looked like he was pregnant today  he was black and  ,1
2345,walked home in the rain,1
2346, ahaha thats okay and thanks,2
2347, and  why are u two fighting,1
2348, indeed twitter is where its at mate its all happening on here  enjoy hope to see you arou httptwurlnlj4o1xe,2
2349, i just want to say both youtaylor swift and hayley williams have a great and lovely voice,2
2350,watching ha got new photos for myy room  waiting for ulise to get home,1
2351,i have been playing skate for two hours now i need to get out and actually skate but its too late,0
2352, if the drive is automatically ejecting supported discs ie cdr and you cant boot from a disc its time for applecare,1
2353,omfg one of the worst days ever,0
2354,i love the dreambears i want a  best friend,2
2355,rofl  me too,1
2356,louise  bless ya i know that feeling all too well,2
2357,working during graduation what a shame,0
2358, penguins win in ot probably why you were busy  one more game to win,1
2359, dang i should have stuck with him in my fantasty picks,1
2360, oh hahahahahaha but no seriously i tell the wait staff they look great all the time its the easiest nice thing to do,2
2361,subway  im going to get subway  love it ate it often when i was in new zealand,2
2362, eh june 15th  are you going to the signing on the 18th i think it is x,1
2363,   what are you designing,1
2364, or green day boulevard of broken dream hinder lips of an angel howie day collide  that was such a nice song,2
2365,watching snl because the love of my life is hosting,2
2366,1111 i made a wish,1
2367,listening to maylene and wondering why cant i pull off as many cool southern metal licks as them,0
2368, poor tony  come play scrabble on facebook,0
2369, awe,1
2370, follow me,1
2371,i love these app things it be hella awesome bro,2
2372, ah  gotcha  well im curious to hear what you thought of wolverine then if you actually went and saw it,2
2373, i need to buy it for the iphone its such a good app only works on wifi though,2
